ATAC name,RNA name
CTNND1,chr11:57778729-57778772
CTNND1,chr11:57785031-57785725
CTNND1,chr11:57788185-57788861
CTNND1,chr11:57791267-57794095
CTNND1,chr11:57798904-57799689
CTNND1,chr11:57800359-57801474
CTNND1,CTNND1
chr2:74843262-74846644,HK2
chr2:74843262-74846644,chr2:74843262-74846644
chr2:197813123-197813524,PLCL1
chr2:197813123-197813524,chr2:197813123-197813524
chr4:141347646-141349229,LINC02432
chr4:141347646-141349229,chr4:141347646-141349229
chr1:152392722-152393354,FLG-AS1
chr1:152392722-152393354,chr1:152392722-152393354
chr12:31406346-31406667,DENND5B
chr12:31406346-31406667,chr12:31406346-31406667
chr6:17930105-17930130,KIF13A
chr6:17930105-17930130,chr6:17930105-17930130
chr5:67047292-67047321,MAST4
chr5:67047292-67047321,chr5:67047292-67047321
AC064834.1,chr2:195468785-195469206
AC064834.1,chr2:195486963-195487462
AC064834.1,chr2:195498132-195498599
AC064834.1,chr2:195509503-195509980
AC064834.1,chr2:195513187-195513646
AC064834.1,chr2:195516594-195516786
AC064834.1,AC064834.1
chr10:13160913-13162403,MCM10
chr10:13160913-13162403,chr10:13160913-13162403
chr6:32379566-32379950,TSBP1-AS1
chr6:32379566-32379950,chr6:32379566-32379950
chr5:179919585-179919902,RNF130
chr5:179919585-179919902,chr5:179919585-179919902
chr10:93388217-93388583,MYOF
chr10:93388217-93388583,chr10:93388217-93388583
ERVMER61-1,chr1:187072597-187073374
ERVMER61-1,chr1:187092058-187092538
ERVMER61-1,ERVMER61-1
chr14:22428880-22429724,AC244502.1
chr14:22428880-22429724,chr14:22428880-22429724
chr5:17257908-17258133,BASP1
chr5:17257908-17258133,chr5:17257908-17258133
chr2:38088224-38088723,CYP1B1-AS1
chr2:38088224-38088723,chr2:38088224-38088723
chr3:72127717-72128430,LINC00877
chr3:72127717-72128430,chr3:72127717-72128430
chr5:157464184-157464988,ADAM19
chr5:157464184-157464988,chr5:157464184-157464988
chr14:92391640-92393140,SLC24A4
chr14:92391640-92393140,chr14:92391640-92393140
chr8:116287857-116287931,LINC00536
chr8:116287857-116287931,chr8:116287857-116287931
chr12:11711504-11712141,ETV6
chr12:11711504-11712141,chr12:11711504-11712141
chr19:54629965-54631215,LILRB1
chr19:54629965-54631215,chr19:54629965-54631215
chr12:107402334-107402875,BTBD11
chr12:107402334-107402875,chr12:107402334-107402875
chr8:129581778-129582379,CCDC26
chr8:129581778-129582379,chr8:129581778-129582379
chr8:19702714-19703105,CSGALNACT1
chr8:19702714-19703105,chr8:19702714-19703105
chr3:43406229-43406241,ANO10
chr3:43406229-43406241,chr3:43406229-43406241
RUFY3,chr4:70703621-70706843
RUFY3,chr4:70712871-70714431
RUFY3,chr4:70715053-70716190
RUFY3,chr4:70722020-70722827
RUFY3,chr4:70733991-70736341
RUFY3,chr4:70736881-70737944
RUFY3,chr4:70739436-70740007
RUFY3,chr4:70752374-70752552
RUFY3,chr4:70754314-70755164
RUFY3,chr4:70759616-70759912
RUFY3,chr4:70772883-70773351
RUFY3,chr4:70801322-70801707
RUFY3,chr4:70808131-70808532
RUFY3,RUFY3
chr6:90173409-90174001,BACH2
chr6:90173409-90174001,chr6:90173409-90174001
chr8:71840471-71840786,MSC-AS1
chr8:71840471-71840786,chr8:71840471-71840786
MOXD1,chr6:132300550-132300702
MOXD1,chr6:132352005-132352402
MOXD1,chr6:132354300-132355238
MOXD1,chr6:132365499-132365932
MOXD1,chr6:132378633-132379192
MOXD1,chr6:132400859-132401777
MOXD1,MOXD1
AL359644.1,chr9:121367763-121371555
AL359644.1,chr9:121372588-121372596
AL359644.1,chr9:121376245-121376595
AL359644.1,chr9:121383845-121383864
AL359644.1,chr9:121394462-121394583
AL359644.1,chr9:121400049-121400538
AL359644.1,chr9:121463235-121463388
AL359644.1,AL359644.1
chr13:42367743-42368150,LINC02341
chr13:42367743-42368150,chr13:42367743-42368150
chr3:172635616-172635887,NCEH1
chr3:172635616-172635887,chr3:172635616-172635887
chr20:13995231-13995590,MACROD2
chr20:13995231-13995590,chr20:13995231-13995590
chr8:129681931-129682491,CCDC26
chr8:129681931-129682491,chr8:129681931-129682491
STIL,chr1:47263048-47263150
STIL,chr1:47288295-47288494
STIL,chr1:47289046-47289864
STIL,chr1:47313185-47315437
STIL,STIL
chr16:29137852-29138716,AC009093.2
chr16:29137852-29138716,chr16:29137852-29138716
chr7:139946479-139947065,TBXAS1
chr7:139946479-139947065,chr7:139946479-139947065
chr7:139936907-139938178,TBXAS1
chr7:139936907-139938178,chr7:139936907-139938178
chrX:114059146-114059542,XACT
chrX:114059146-114059542,chrX:114059146-114059542
chr21:29256290-29257048,BACH1
chr21:29256290-29257048,chr21:29256290-29257048
chr11:132072176-132072327,NTM
chr11:132072176-132072327,chr11:132072176-132072327
chr2:109351280-109351408,SH3RF3
chr2:109351280-109351408,chr2:109351280-109351408
chr9:134919208-134919768,FCN1
chr9:134919208-134919768,chr9:134919208-134919768
chr2:60483937-60485403,BCL11A
chr2:60483937-60485403,chr2:60483937-60485403
chr5:95043188-95043654,MCTP1
chr5:95043188-95043654,chr5:95043188-95043654
chr2:164754368-164754820,COBLL1
chr2:164754368-164754820,chr2:164754368-164754820
chr10:97368556-97375448,RRP12
chr10:97368556-97375448,chr10:97368556-97375448
chr2:99956857-99956965,AFF3
chr2:99956857-99956965,chr2:99956857-99956965
chr2:241041037-241042324,SNED1
chr2:241041037-241042324,chr2:241041037-241042324
AC090510.4,AC090510.4
chr5:91308278-91308538,LUCAT1
chr5:91308278-91308538,chr5:91308278-91308538
chr4:102449701-102450190,AC098487.1
chr4:102449701-102450190,chr4:102449701-102450190
chr12:9009954-9010594,KLRG1
chr12:9009954-9010594,chr12:9009954-9010594
chr4:25844885-25845479,SEL1L3
chr4:25844885-25845479,chr4:25844885-25845479
chr21:14630436-14630957,SAMSN1
chr21:14630436-14630957,chr21:14630436-14630957
chr10:97534801-97535102,UBTD1
chr10:97534801-97535102,chr10:97534801-97535102
chrX:11381521-11381830,ARHGAP6
chrX:11381521-11381830,chrX:11381521-11381830
chr15:33150849-33151663,FMN1
chr15:33150849-33151663,chr15:33150849-33151663
chr2:204545104-204545886,PARD3B
chr2:204545104-204545886,chr2:204545104-204545886
PLD1,chr3:171690196-171690772
PLD1,chr3:171755276-171755340
PLD1,chr3:171768520-171768746
PLD1,chr3:171772493-171772805
PLD1,chr3:171776663-171778066
PLD1,chr3:171782605-171782996
PLD1,chr3:171805987-171806820
PLD1,chr3:171809247-171811995
PLD1,PLD1
chr2:48106130-48107808,AC092650.1
chr2:48106130-48107808,chr2:48106130-48107808
chr3:185798259-185798446,IGF2BP2
chr3:185798259-185798446,chr3:185798259-185798446
chr2:168889727-168890961,SPC25
chr2:168889727-168890961,chr2:168889727-168890961
chr5:113487433-113489876,MCC
chr5:113487433-113489876,chr5:113487433-113489876
chr18:24274695-24275465,OSBPL1A
chr18:24274695-24275465,chr18:24274695-24275465
chr13:67229518-67231663,PCDH9
chr13:67229518-67231663,chr13:67229518-67231663
chr7:92639356-92640296,CDK6
chr7:92639356-92640296,chr7:92639356-92640296
chr10:103515264-103515936,NEURL1
chr10:103515264-103515936,chr10:103515264-103515936
chr6:157563646-157564227,ZDHHC14
chr6:157563646-157564227,chr6:157563646-157564227
chr16:10895406-10895444,CIITA
chr16:10895406-10895444,chr16:10895406-10895444
chr12:128820219-128825073,SLC15A4
chr12:128820219-128825073,chr12:128820219-128825073
chr12:89685442-89685605,ATP2B1
chr12:89685442-89685605,chr12:89685442-89685605
chr11:85699703-85700733,SYTL2
chr11:85699703-85700733,chr11:85699703-85700733
chr1:157697157-157698145,FCRL3
chr1:157697157-157698145,chr1:157697157-157698145
chr4:89254741-89255408,GPRIN3
chr4:89254741-89255408,chr4:89254741-89255408
chr8:98727578-98728089,STK3
chr8:98727578-98728089,chr8:98727578-98728089
chr8:130342795-130343547,ASAP1
chr8:130342795-130343547,chr8:130342795-130343547
chr6:8983211-8983476,HULC
chr6:8983211-8983476,chr6:8983211-8983476
ADAMTS14,chr10:70672118-70672959
ADAMTS14,chr10:70715863-70716549
ADAMTS14,chr10:70742577-70742905
ADAMTS14,chr10:70745050-70745127
ADAMTS14,chr10:70753052-70753378
ADAMTS14,chr10:70758962-70760350
ADAMTS14,ADAMTS14
chr4:41651094-41651545,LIMCH1
chr4:41651094-41651545,chr4:41651094-41651545
chr6:127813608-127813803,THEMIS
chr6:127813608-127813803,chr6:127813608-127813803
chr8:25237271-25239876,DOCK5
chr8:25237271-25239876,chr8:25237271-25239876
chr5:36611952-36612284,SLC1A3
chr5:36611952-36612284,chr5:36611952-36612284
chr7:137846709-137847026,DGKI
chr7:137846709-137847026,chr7:137846709-137847026
chr9:87607725-87608292,DAPK1
chr9:87607725-87608292,chr9:87607725-87608292
chr2:21255719-21256691,AC018742.1
chr2:21255719-21256691,chr2:21255719-21256691
chr22:33325480-33325996,LARGE1
chr22:33325480-33325996,chr22:33325480-33325996
chr7:66254932-66255475,TPST1
chr7:66254932-66255475,chr7:66254932-66255475
chr15:43514127-43514901,MAP1A
chr15:43514127-43514901,chr15:43514127-43514901
chr4:158856900-158857194,FNIP2
chr4:158856900-158857194,chr4:158856900-158857194
chr6:166584130-166584427,RPS6KA2
chr6:166584130-166584427,chr6:166584130-166584427
chr8:130263768-130265499,ASAP1
chr8:130263768-130265499,chr8:130263768-130265499
chr4:85481961-85482490,ARHGAP24
chr4:85481961-85482490,chr4:85481961-85482490
chr8:130315546-130315625,ASAP1
chr8:130315546-130315625,chr8:130315546-130315625
chr2:159087020-159087297,TANC1
chr2:159087020-159087297,chr2:159087020-159087297
IL31RA,chr5:55850868-55851503
IL31RA,chr5:55852762-55853695
IL31RA,chr5:55855370-55857546
IL31RA,chr5:55860034-55861153
IL31RA,chr5:55864656-55865571
IL31RA,chr5:55868808-55869264
IL31RA,chr5:55897237-55897665
IL31RA,chr5:55902919-55904551
IL31RA,IL31RA
chr6:152094896-152095662,ESR1
chr6:152094896-152095662,chr6:152094896-152095662
chr2:100184252-100185131,AFF3
chr2:100184252-100185131,chr2:100184252-100185131
chr6:150153154-150153631,PPP1R14C
chr6:150153154-150153631,chr6:150153154-150153631
chr20:47695289-47695634,SULF2
chr20:47695289-47695634,chr20:47695289-47695634
chr11:73266410-73266722,P2RY6
chr11:73266410-73266722,chr11:73266410-73266722
chr7:75623233-75625524,HIP1
chr7:75623233-75625524,chr7:75623233-75625524
chr8:115576293-115576825,TRPS1
chr8:115576293-115576825,chr8:115576293-115576825
chr7:17297062-17300384,AHR
chr7:17297062-17300384,AC073332.1
chr7:17297062-17300384,chr7:17297062-17300384
chr6:150691366-150691916,PLEKHG1
chr6:150691366-150691916,chr6:150691366-150691916
chr3:122727334-122727499,PARP14
chr3:122727334-122727499,chr3:122727334-122727499
chr18:44576048-44576421,LINC01478
chr18:44576048-44576421,chr18:44576048-44576421
chr12:26121549-26123803,SSPN
chr12:26121549-26123803,chr12:26121549-26123803
chr5:55860034-55861153,IL31RA
chr5:55860034-55861153,chr5:55860034-55861153
chr10:20228717-20229025,PLXDC2
chr10:20228717-20229025,chr10:20228717-20229025
chr6:12915998-12916406,PHACTR1
chr6:12915998-12916406,chr6:12915998-12916406
SCMH1,chr1:41041852-41042219
SCMH1,chr1:41053179-41053720
SCMH1,chr1:41103800-41104106
SCMH1,chr1:41109292-41110359
SCMH1,chr1:41222646-41222766
SCMH1,chr1:41240162-41243022
SCMH1,SCMH1
chr2:101112580-101113169,TBC1D8
chr2:101112580-101113169,chr2:101112580-101113169
chr4:140706220-140706632,TBC1D9
chr4:140706220-140706632,chr4:140706220-140706632
chr2:100113674-100114635,AFF3
chr2:100113674-100114635,chr2:100113674-100114635
chr21:41229508-41230321,BACE2
chr21:41229508-41230321,chr21:41229508-41230321
chr4:113640972-113641391,CAMK2D
chr4:113640972-113641391,chr4:113640972-113641391
chr8:72000269-72000767,MSC-AS1
chr8:72000269-72000767,chr8:72000269-72000767
chr13:40507941-40509241,LINC00598
chr13:40507941-40509241,chr13:40507941-40509241
chr3:8489083-8489243,LMCD1-AS1
chr3:8489083-8489243,chr3:8489083-8489243
chr8:55933522-55935258,LYN
chr8:55933522-55935258,chr8:55933522-55935258
chr20:15875481-15875735,MACROD2
chr20:15875481-15875735,chr20:15875481-15875735
chr5:14221863-14221937,TRIO
chr5:14221863-14221937,chr5:14221863-14221937
CA8,chr8:60280820-60281415
CA8,CA8
chrX:148647608-148648233,AFF2
chrX:148647608-148648233,chrX:148647608-148648233
AL023755.1,chr1:168407826-168409321
AL023755.1,chr1:168410306-168410899
AL023755.1,chr1:168421207-168421911
AL023755.1,chr1:168439291-168440345
AL023755.1,chr1:168443707-168445310
AL023755.1,chr1:168466086-168467835
AL023755.1,chr1:168469684-168470059
AL023755.1,chr1:168476625-168477044
AL023755.1,chr1:168477813-168478115
AL023755.1,chr1:168483434-168483989
AL023755.1,chr1:168485016-168485716
AL023755.1,AL023755.1
chr11:114163818-114167613,ZBTB16
chr11:114163818-114167613,chr11:114163818-114167613
chr14:88303184-88303309,KCNK10
chr14:88303184-88303309,chr14:88303184-88303309
chr3:151356768-151357447,MED12L
chr3:151356768-151357447,P2RY12
chr3:151356768-151357447,chr3:151356768-151357447
chr7:22677491-22678184,STEAP1B
chr7:22677491-22678184,chr7:22677491-22678184
chr10:103080905-103081273,CNNM2
chr10:103080905-103081273,chr10:103080905-103081273
chr21:18155574-18155877,CHODL
chr21:18155574-18155877,chr21:18155574-18155877
chr4:158250407-158250696,TMEM144
chr4:158250407-158250696,chr4:158250407-158250696
chr18:44786709-44787068,SETBP1
chr18:44786709-44787068,chr18:44786709-44787068
chr15:100229246-100230019,ADAMTS17
chr15:100229246-100230019,chr15:100229246-100230019
ARHGEF40,chr14:21068288-21075800
ARHGEF40,chr14:21076591-21076962
ARHGEF40,chr14:21078297-21078474
ARHGEF40,chr14:21080834-21080842
ARHGEF40,chr14:21081363-21082759
ARHGEF40,chr14:21083672-21093944
ARHGEF40,ARHGEF40
chr14:30873980-30875637,COCH
chr14:30873980-30875637,chr14:30873980-30875637
LMNA,chr1:156080286-156083624
LMNA,chr1:156084358-156084622
LMNA,chr1:156089646-156091350
LMNA,chr1:156095722-156110429
LMNA,chr1:156110978-156131957
LMNA,chr1:156132511-156142829
LMNA,LMNA
chr1:235872854-235873691,LYST
chr1:235872854-235873691,chr1:235872854-235873691
chr10:95781996-95782891,ENTPD1
chr10:95781996-95782891,chr10:95781996-95782891
chr14:58739518-58739985,LINC01500
chr14:58739518-58739985,chr14:58739518-58739985
chr8:16779805-16780153,AC011586.2
chr8:16779805-16780153,chr8:16779805-16780153
chr6:156193488-156193666,AL589693.1
chr6:156193488-156193666,chr6:156193488-156193666
CTSL,chr9:87725578-87726821
CTSL,CTSL
chr1:184386243-184389335,C1orf21
chr1:184386243-184389335,chr1:184386243-184389335
chr22:32204161-32205387,RFPL2
chr22:32204161-32205387,SLC5A4-AS1
chr22:32204161-32205387,chr22:32204161-32205387
chr12:122935388-122935613,ABCB9
chr12:122935388-122935613,chr12:122935388-122935613
chr16:12800649-12804550,CPPED1
chr16:12800649-12804550,chr16:12800649-12804550
chr3:148823114-148823385,CPB1
chr3:148823114-148823385,chr3:148823114-148823385
chr1:71413921-71414532,ZRANB2-AS2
chr1:71413921-71414532,NEGR1
chr1:71413921-71414532,chr1:71413921-71414532
chr2:149038435-149038973,LYPD6B
chr2:149038435-149038973,chr2:149038435-149038973
DHRS9,chr2:169066527-169067567
DHRS9,chr2:169069257-169069865
DHRS9,chr2:169071501-169073354
DHRS9,chr2:169073964-169074290
DHRS9,chr2:169080151-169080989
DHRS9,chr2:169082951-169083495
DHRS9,chr2:169088018-169088390
DHRS9,chr2:169090171-169090569
DHRS9,chr2:169092116-169092420
DHRS9,chr2:169095487-169096187
DHRS9,DHRS9
GZMH,chr14:24607050-24607500
GZMH,chr14:24609551-24610342
GZMH,GZMH
chr2:143029954-143030699,KYNU
chr2:143029954-143030699,chr2:143029954-143030699
chr10:113153440-113154343,TCF7L2
chr10:113153440-113154343,chr10:113153440-113154343
chr14:22387355-22387874,AC244502.1
chr14:22387355-22387874,chr14:22387355-22387874
chr16:29177498-29178505,AC009093.2
chr16:29177498-29178505,chr16:29177498-29178505
LINC02208,LINC02208
chr2:151363446-151364262,TNFAIP6
chr2:151363446-151364262,chr2:151363446-151364262
chr10:96650777-96653560,PIK3AP1
chr10:96650777-96653560,chr10:96650777-96653560
chr4:143335529-143338073,GAB1
chr4:143335529-143338073,chr4:143335529-143338073
chr5:94968486-94968952,MCTP1
chr5:94968486-94968952,chr5:94968486-94968952
chr2:213015736-213016181,AC093865.1
chr2:213015736-213016181,IKZF2
chr2:213015736-213016181,chr2:213015736-213016181
chr7:22725618-22728839,STEAP1B
chr7:22725618-22728839,IL6
chr7:22725618-22728839,chr7:22725618-22728839
chr3:289997-290393,CHL1
chr3:289997-290393,chr3:289997-290393
chr5:76868017-76868525,S100Z
chr5:76868017-76868525,chr5:76868017-76868525
chr8:115588886-115589402,TRPS1
chr8:115588886-115589402,chr8:115588886-115589402
chr1:45373620-45373712,TESK2
chr1:45373620-45373712,chr1:45373620-45373712
chr10:77173864-77174260,KCNMA1
chr10:77173864-77174260,chr10:77173864-77174260
chr5:77086438-77088407,ZBED3-AS1
chr5:77086438-77088407,chr5:77086438-77088407
chr20:50267128-50267903,SMIM25
chr20:50267128-50267903,chr20:50267128-50267903
chr10:17871210-17871356,MRC1
chr10:17871210-17871356,chr10:17871210-17871356
chr11:78325356-78325947,GAB2
chr11:78325356-78325947,AP003086.1
chr11:78325356-78325947,chr11:78325356-78325947
chr18:46027408-46028985,PSTPIP2
chr18:46027408-46028985,chr18:46027408-46028985
chr5:14326300-14326632,TRIO
chr5:14326300-14326632,chr5:14326300-14326632
chr1:107962633-107966212,VAV3-AS1
chr1:107962633-107966212,chr1:107962633-107966212
chr3:122074201-122078289,CD86
chr3:122074201-122078289,chr3:122074201-122078289
chr12:10288991-10289412,KLRD1
chr12:10288991-10289412,chr12:10288991-10289412
chr20:8014784-8015365,TMX4
chr20:8014784-8015365,chr20:8014784-8015365
chr4:113639312-113639680,CAMK2D
chr4:113639312-113639680,chr4:113639312-113639680
chr18:9760578-9761005,RAB31
chr18:9760578-9761005,chr18:9760578-9761005
chr2:166407766-166408100,SCN7A
chr2:166407766-166408100,chr2:166407766-166408100
chr5:150051406-150053778,CSF1R
chr5:150051406-150053778,chr5:150051406-150053778
chr6:45441896-45442233,RUNX2
chr6:45441896-45442233,chr6:45441896-45442233
chr7:80637997-80639005,CD36
chr7:80637997-80639005,chr7:80637997-80639005
chr6:13465736-13466551,GFOD1
chr6:13465736-13466551,chr6:13465736-13466551
chr11:73116637-73117379,FCHSD2
chr11:73116637-73117379,chr11:73116637-73117379
chr3:172073356-172075144,FNDC3B
chr3:172073356-172075144,chr3:172073356-172075144
chr9:68998885-69000091,PIP5K1B
chr9:68998885-69000091,chr9:68998885-69000091
CSGALNACT1,chr8:19408323-19409341
CSGALNACT1,chr8:19414143-19414179
CSGALNACT1,chr8:19416651-19416892
CSGALNACT1,chr8:19426087-19426714
CSGALNACT1,chr8:19444991-19445928
CSGALNACT1,chr8:19452591-19453178
CSGALNACT1,chr8:19456838-19458666
CSGALNACT1,chr8:19459642-19460988
CSGALNACT1,chr8:19461813-19462251
CSGALNACT1,chr8:19473168-19473926
CSGALNACT1,chr8:19474658-19476389
CSGALNACT1,chr8:19481705-19482538
CSGALNACT1,chr8:19493309-19493564
CSGALNACT1,chr8:19496079-19498471
CSGALNACT1,chr8:19505573-19505825
CSGALNACT1,chr8:19510655-19512210
CSGALNACT1,chr8:19513792-19514227
CSGALNACT1,chr8:19514999-19516432
CSGALNACT1,chr8:19530887-19531120
CSGALNACT1,chr8:19554357-19554694
CSGALNACT1,chr8:19560320-19560830
CSGALNACT1,chr8:19563691-19564124
CSGALNACT1,chr8:19575915-19576293
CSGALNACT1,chr8:19578824-19579191
CSGALNACT1,chr8:19596034-19596324
CSGALNACT1,chr8:19602240-19602449
CSGALNACT1,chr8:19614238-19614712
CSGALNACT1,chr8:19624415-19625212
CSGALNACT1,chr8:19630011-19630040
CSGALNACT1,chr8:19635271-19635931
CSGALNACT1,chr8:19637627-19638412
CSGALNACT1,chr8:19642027-19642670
CSGALNACT1,chr8:19644486-19644968
CSGALNACT1,chr8:19662149-19662507
CSGALNACT1,chr8:19665253-19666042
CSGALNACT1,chr8:19669663-19669976
CSGALNACT1,chr8:19678899-19679325
CSGALNACT1,chr8:19682058-19683081
CSGALNACT1,chr8:19686934-19687335
CSGALNACT1,chr8:19695251-19700780
CSGALNACT1,chr8:19702714-19703105
CSGALNACT1,chr8:19704602-19705347
CSGALNACT1,chr8:19706198-19706620
CSGALNACT1,chr8:19707905-19708493
CSGALNACT1,chr8:19709671-19711370
CSGALNACT1,chr8:19716103-19717468
CSGALNACT1,chr8:19718834-19718974
CSGALNACT1,chr8:19729255-19729538
CSGALNACT1,chr8:19754589-19759001
CSGALNACT1,CSGALNACT1
chr6:75747948-75750011,MYO6
chr6:75747948-75750011,chr6:75747948-75750011
chr4:143403413-143403758,GAB1
chr4:143403413-143403758,chr4:143403413-143403758
chr20:19840460-19840503,RIN2
chr20:19840460-19840503,chr20:19840460-19840503
ENHO,chr9:34520487-34524189
ENHO,ENHO
chr6:135861159-135861543,PDE7B
chr6:135861159-135861543,chr6:135861159-135861543
chr1:206100307-206101091,RHEX
chr1:206100307-206101091,chr1:206100307-206101091
chr3:54963692-54964118,CACNA2D3
chr3:54963692-54964118,chr3:54963692-54964118
chr12:6039773-6040403,VWF
chr12:6039773-6040403,chr12:6039773-6040403
chr4:13958052-13959107,LINC01182
chr4:13958052-13959107,chr4:13958052-13959107
chrX:68419893-68420484,OPHN1
chrX:68419893-68420484,chrX:68419893-68420484
chr4:81844596-81845195,RASGEF1B
chr4:81844596-81845195,chr4:81844596-81845195
KMO,chr1:241531095-241534214
KMO,chr1:241542125-241542835
KMO,chr1:241550964-241552881
KMO,chr1:241560470-241560949
KMO,chr1:241589522-241589952
KMO,chr1:241592264-241592571
KMO,KMO
FLNB,chr3:58007690-58010672
FLNB,chr3:58013160-58013428
FLNB,chr3:58019807-58020243
FLNB,chr3:58034658-58035692
FLNB,chr3:58038792-58039921
FLNB,chr3:58041183-58042160
FLNB,chr3:58051088-58051610
FLNB,chr3:58052359-58052690
FLNB,chr3:58073984-58075458
FLNB,chr3:58081733-58082738
FLNB,chr3:58085337-58086068
FLNB,chr3:58111813-58111892
FLNB,chr3:58115677-58117122
FLNB,chr3:58120225-58120716
FLNB,chr3:58167306-58167765
FLNB,FLNB
chr15:33721955-33722456,RYR3
chr15:33721955-33722456,chr15:33721955-33722456
chr6:159680969-159695839,SOD2
chr6:159680969-159695839,chr6:159680969-159695839
chr3:69330780-69331443,FRMD4B
chr3:69330780-69331443,chr3:69330780-69331443
chr14:81400115-81402387,STON2
chr14:81400115-81402387,chr14:81400115-81402387
chr5:142993876-142994785,ARHGAP26
chr5:142993876-142994785,chr5:142993876-142994785
chr5:133467112-133467810,FSTL4
chr5:133467112-133467810,chr5:133467112-133467810
chr1:78645602-78646338,IFI44L
chr1:78645602-78646338,chr1:78645602-78646338
chr6:139343125-139343489,AL592429.2
chr6:139343125-139343489,chr6:139343125-139343489
chr8:71847877-71848065,MSC-AS1
chr8:71847877-71848065,chr8:71847877-71848065
chr12:94257330-94257422,PLXNC1
chr12:94257330-94257422,chr12:94257330-94257422
chr16:78705730-78706047,WWOX
chr16:78705730-78706047,chr16:78705730-78706047
chr3:136079028-136079120,PPP2R3A
chr3:136079028-136079120,chr3:136079028-136079120
chr6:136035506-136035833,PDE7B
chr6:136035506-136035833,chr6:136035506-136035833
chr3:72144724-72145166,LINC00877
chr3:72144724-72145166,chr3:72144724-72145166
chr4:78891092-78891398,BMP2K
chr4:78891092-78891398,chr4:78891092-78891398
chr19:43652057-43653507,PLAUR
chr19:43652057-43653507,chr19:43652057-43653507
chr1:24179518-24179717,IFNLR1
chr1:24179518-24179717,chr1:24179518-24179717
chr19:6056260-6059143,RFX2
chr19:6056260-6059143,chr19:6056260-6059143
chr7:148570436-148571018,AC006974.2
chr7:148570436-148571018,chr7:148570436-148571018
chr2:12556738-12557213,MIR3681HG
chr2:12556738-12557213,chr2:12556738-12557213
chr2:179253268-179253588,SESTD1
chr2:179253268-179253588,chr2:179253268-179253588
chr2:38835078-38837142,DHX57
chr2:38835078-38837142,chr2:38835078-38837142
chr7:18086197-18087166,HDAC9
chr7:18086197-18087166,chr7:18086197-18087166
chr19:5287564-5288389,PTPRS
chr19:5287564-5288389,chr19:5287564-5288389
chr3:172173872-172174254,FNDC3B
chr3:172173872-172174254,chr3:172173872-172174254
chr15:100926967-100927348,LRRK1
chr15:100926967-100927348,chr15:100926967-100927348
chr4:140099837-140100473,MAML3
chr4:140099837-140100473,chr4:140099837-140100473
CCR9,chr3:45886262-45886693
CCR9,chr3:45889221-45889622
CCR9,chr3:45890426-45891017
CCR9,chr3:45892575-45893334
CCR9,chr3:45894058-45894484
CCR9,CCR9
chr2:110804815-110805419,ACOXL
chr2:110804815-110805419,chr2:110804815-110805419
chr8:78857373-78858111,AC083837.1
chr8:78857373-78858111,chr8:78857373-78858111
chr4:1183861-1185124,SPON2
chr4:1183861-1185124,chr4:1183861-1185124
chr8:39966245-39966609,IDO2
chr8:39966245-39966609,chr8:39966245-39966609
chr22:21641141-21644365,SDF2L1
chr22:21641141-21644365,chr22:21641141-21644365
AC025887.2,chr18:32470048-32471718
AC025887.2,chr18:32531111-32531692
AC025887.2,chr18:32714554-32714923
AC025887.2,chr18:32730476-32730952
AC025887.2,AC025887.2
chr1:27009705-27009876,TENT5B
chr1:27009705-27009876,chr1:27009705-27009876
chr12:66393848-66394372,GRIP1
chr12:66393848-66394372,chr12:66393848-66394372
chr16:10918407-10919202,CIITA
chr16:10918407-10919202,chr16:10918407-10919202
chr10:125102386-125102530,CTBP2
chr10:125102386-125102530,chr10:125102386-125102530
chr16:29204768-29205095,AC009093.2
chr16:29204768-29205095,chr16:29204768-29205095
chr2:230876858-230878811,ITM2C
chr2:230876858-230878811,chr2:230876858-230878811
chr8:19505573-19505825,CSGALNACT1
chr8:19505573-19505825,chr8:19505573-19505825
chr10:113006825-113008278,TCF7L2
chr10:113006825-113008278,chr10:113006825-113008278
AC009226.1,chr2:207238787-207240498
AC009226.1,chr2:207251634-207251688
AC009226.1,chr2:207254503-207255531
AC009226.1,chr2:207258194-207258682
AC009226.1,chr2:207265957-207266368
AC009226.1,chr2:207274756-207275216
AC009226.1,chr2:207283032-207283770
AC009226.1,chr2:207308748-207308908
AC009226.1,chr2:207311197-207312019
AC009226.1,chr2:207319398-207319740
AC009226.1,chr2:207321503-207321919
AC009226.1,chr2:207332420-207332997
AC009226.1,chr2:207337143-207337554
AC009226.1,chr2:207352936-207353370
AC009226.1,chr2:207423755-207424434
AC009226.1,chr2:207473117-207473581
AC009226.1,chr2:207474786-207475300
AC009226.1,chr2:207478504-207478944
AC009226.1,chr2:207479502-207479581
AC009226.1,chr2:207480576-207481967
AC009226.1,chr2:207484651-207485179
AC009226.1,chr2:207491957-207492811
AC009226.1,chr2:207497028-207497253
AC009226.1,chr2:207498393-207503758
AC009226.1,chr2:207504617-207507396
AC009226.1,chr2:207513526-207514278
AC009226.1,chr2:207523910-207525994
AC009226.1,chr2:207526668-207535064
AC009226.1,AC009226.1
chr3:142115887-142116295,TFDP2
chr3:142115887-142116295,chr3:142115887-142116295
chr6:90290787-90299045,BACH2
chr6:90290787-90299045,chr6:90290787-90299045
chr18:805181-806050,YES1
chr18:805181-806050,chr18:805181-806050
